time,open,high,low,close,volume
2019-12-31 15:00:00,7237.44,7261.02,7188.88,7195.96,2998.778306
2019-12-31 16:00:00,7195.0,7225.62,7186.77,7211.49,991.617726
2019-12-31 17:00:00,7212.45,7213.56,7151.0,7168.12,1614.277285
2019-12-31 18:00:00,7167.72,7174.04,7145.01,7168.86,1288.451914
2019-12-31 19:00:00,7169.32,7185.0,7156.85,7173.32,763.625618
2019-12-31 20:00:00,7173.75,7187.89,7165.1,7176.41,508.304012
2019-12-31 21:00:00,7176.51,7188.93,7171.01,7186.19,410.27669
2019-12-31 22:00:00,7185.92,7208.41,7181.78,7200.48,651.161077
2019-12-31 23:00:00,7200.52,7206.29,7185.76,7195.23,521.978397
2020-01-01 00:00:00,7195.24,7196.25,7175.46,7177.02,511.814901
2020-01-01 01:00:00,7176.47,7230.0,7175.71,7216.27,883.052603
2020-01-01 02:00:00,7215.52,7244.87,7211.41,7242.85,655.156809
2020-01-01 03:00:00,7242.66,7245.0,7220.0,7225.01,783.724867
2020-01-01 04:00:00,7225.0,7230.0,7215.03,7217.27,467.812578
2020-01-01 05:00:00,7217.26,7229.76,7216.65,7224.21,344.670596
2020-01-01 06:00:00,7224.24,7236.27,7221.51,7225.62,621.467023
2020-01-01 07:00:00,7225.88,7232.94,7199.11,7209.83,627.344854
2020-01-01 08:00:00,7209.83,7210.0,7180.0,7200.64,915.545974
2020-01-01 09:00:00,7200.29,7210.51,7188.0,7188.77,636.386102
2020-01-01 10:00:00,7189.07,7210.0,7185.2,7202.0,537.762804
2020-01-01 11:00:00,7202.01,7237.73,7188.61,7197.2,1076.959481
2020-01-01 12:00:00,7197.2,7233.33,7196.15,7225.59,868.75358
2020-01-01 13:00:00,7225.84,7231.89,7212.88,7221.2,612.180902
2020-01-01 14:00:00,7221.17,7234.97,7208.17,7221.43,617.714185
2020-01-01 15:00:00,7221.6,7255.0,7218.29,7234.19,1393.888792
2020-01-01 16:00:00,7234.2,7246.42,7214.0,7245.37,881.93278
2020-01-01 17:00:00,7244.34,7249.99,7224.92,7236.83,1069.210567
2020-01-01 18:00:00,7237.02,7246.72,7225.17,7240.67,611.693307
2020-01-01 19:00:00,7240.8,7241.0,7225.49,7229.48,417.746637
2020-01-01 20:00:00,7229.48,7242.98,7224.68,7236.73,391.834174
2020-01-01 21:00:00,7237.26,7242.75,7227.0,7233.17,285.454078
2020-01-01 22:00:00,7233.32,7234.49,7186.0,7197.99,769.030411
2020-01-01 23:00:00,7197.62,7204.17,7175.15,7200.85,811.25016
2020-01-02 00:00:00,7200.77,7212.5,7185.46,7211.02,391.352377
2020-01-02 01:00:00,7211.04,7211.16,7185.11,7190.99,402.660139
2020-01-02 02:00:00,7190.99,7191.0,7155.35,7169.02,1387.377886
2020-01-02 03:00:00,7169.04,7169.06,7120.37,7129.61,1557.96443
2020-01-02 04:00:00,7129.25,7161.0,7116.7,7142.21,1252.447877
2020-01-02 05:00:00,7142.61,7152.05,7126.93,7138.93,569.50899
2020-01-02 06:00:00,7138.93,7149.02,7121.43,7135.97,687.600665
2020-01-02 07:00:00,7136.04,7140.63,7105.0,7110.57,1548.403823
2020-01-02 08:00:00,7110.98,7157.48,7109.11,7154.36,1114.825128
2020-01-02 09:00:00,7153.57,7165.0,7135.36,7162.01,840.001328
2020-01-02 10:00:00,7162.18,7180.0,7153.33,7161.83,1446.219984
2020-01-02 11:00:00,7161.89,7168.67,7139.03,7139.79,761.15657
2020-01-02 12:00:00,7139.73,7163.4,7139.03,7158.29,794.030497
2020-01-02 13:00:00,7158.86,7163.35,7107.43,7131.15,1566.280693
2020-01-02 14:00:00,7131.18,7157.1,7122.34,7135.59,956.300925
2020-01-02 15:00:00,7135.59,7152.0,7120.0,7130.98,862.429718
2020-01-02 16:00:00,7130.37,7146.85,7020.0,7052.32,3604.474152
2020-01-02 17:00:00,7052.32,7053.09,6924.74,6970.04,6183.82554
2020-01-02 18:00:00,6970.04,6989.68,6949.96,6974.02,1513.597939
2020-01-02 19:00:00,6974.02,6995.0,6960.0,6983.27,1397.130602
2020-01-02 20:00:00,6982.63,6983.22,6941.27,6948.49,1138.646334
2020-01-02 21:00:00,6948.16,6985.0,6946.2,6977.73,665.856715
2020-01-02 22:00:00,6977.55,6978.24,6963.02,6974.8,568.324029
2020-01-02 23:00:00,6974.8,6974.8,6950.0,6965.71,741.067591
2020-01-03 00:00:00,6965.49,6966.47,6912.88,6937.0,1106.732043
2020-01-03 01:00:00,6937.0,6946.07,6878.19,6888.85,2402.581684
2020-01-03 02:00:00,6888.26,6966.8,6871.04,6956.88,2869.993553
2020-01-03 03:00:00,6957.66,6966.36,6940.0,6952.04,1246.589508
2020-01-03 04:00:00,6952.04,7264.71,6948.64,7210.19,9560.897697
2020-01-03 05:00:00,7210.2,7249.0,7168.48,7220.47,3575.770965
2020-01-03 06:00:00,7220.49,7225.0,7190.14,7202.22,2075.25916
2020-01-03 07:00:00,7202.06,7232.0,7185.04,7203.21,2185.376884
2020-01-03 08:00:00,7202.28,7297.29,7202.28,7260.6,3976.534509
2020-01-03 09:00:00,7260.64,7358.88,7256.56,7348.42,5469.030632
2020-01-03 10:00:00,7349.3,7371.92,7281.3,7312.25,3924.462414
2020-01-03 11:00:00,7312.26,7346.0,7306.61,7340.46,1826.857466
2020-01-03 12:00:00,7340.46,7350.19,7303.14,7322.78,1717.22262
2020-01-03 13:00:00,7324.1,7380.0,7311.59,7348.87,1906.468998
2020-01-03 14:00:00,7348.36,7362.31,7229.3,7254.73,4583.643119
2020-01-03 15:00:00,7255.49,7322.44,7252.48,7320.18,2371.650792
